Unnamed: 0,Event,Authors,Title,Abstract,Keywords,Publisher,URL_Paper,Date
455,"



				Home
			
/



				Archives
			
/



					Vol. 8 No. 2 (2017)
				
/



									Editorial
							


",AuthorsAlberto RaposoDept. of Informatics / PUC-RioCléber Corrêa,Editors’ Note,"It is our pleasure to introduce you the second issue of JIS in 2017. This issue contains six papers of the Special Issue of the 15th Brazilian Symposium on Human Factors in Computing Systems (IHC 2016). As we have been doing since IHC 2014, the best papers of the conference are invited to submit extended versions to a special issue of JIS, guest edited by the conference program chairs. In the current publication, our guest editors are Profs. Carla Leitão, from Pontifícia Universidade Católica - Rio de Janeiro (PUC-Rio), and Luciana Salgado, from Universidade Federal Fluminense (UFF), who we thank a lot for the dedication in the preparation of this issue. We invited you to read their editorial in the following.We also have in this issue an original paper by Paulo Paiva, Liliane Machado, Jauvane de Oliveira, and Ronei de Moraes, entitled “Networking Issues for 3D Medical Collaborative Virtual Environments: Design and Applications”. The authors discuss specific networking issues for Collaborative Virtual Environments (CVEs) applied to the simulation of medical procedures. They designed, developed, and validated a peer-to-peer multicast architecture on the collaborative module of the CyberMed Virtual Reality framework, aiming at providing better network scalability.Finally, we would like to thank the authors and reviewers that contributed to JIS. At the end of the issue we acknowledge the reviewers that contributed to JIS in 2015, 2016, and 2017.JIS Editorial Board is looking forward to receiving your contributions. We hope you enjoy reading this issue!",['No keywords available'],PDF,https://journals-sol.sbc.org.br/index.php/jis/article/view/677/672,2017-12-22
463,"



				Home
			
/



				Archives
			
/



					Vol. 8 No. 1 (2017)
				
/



									Editorial
							


",AuthorsAlberto RaposoDept. of Informatics / PUC-Rio,Editor’s Note,"The year of 2017 starts with good news to JIS. It was classified as B3 in the Qualis index for the Computer Science area. Qualis is the journal classification index of CAPES (Brazilian governmental agency for improvement of higher education personnel), and the classification refers to the period of 2013-2016. In the previous period, JIS was classified as B4. This indicates that JIS is being increasingly recognized as an interesting publication vehicle. JIS is also included in Qualis for other areas, such as Engineering, Mathematics/Statistics, Biotechnology, Communication & Information, and Interdisciplinary area. This is an important achievement for us, and certainly motivates us to keep working hard to attract good quality papers and authors.Another important news in 2017 is the participation of Dr. Cléber Gimenez Corrêa, from University of São Paulo, who joint us as JIS Assistant Editor. His work has been fundamental to prepare this one and the following issues. I would like to warmly welcome him!This first issue of JIS in 2017 contains extended versions of five papers selected among the best full papers of SBGames 2014 --- XIII Brazilian Symposium on Games and Digital Entertainment. I would like to thank the authors and Esteban Clua, for acting as guest editor for this special issue, and invite you to read his editorial in the following.In line with the theme of the special issue, we also have in this issue an original paper by Marcelo Zamith, Luis Valente, Bruno Feijó, Mark Joselli, and Esteban Clua, entitled ""Parallel game architectures with tardiness policy and workload balance"". The authors developed an adaptive game loop architecture based on tardiness control to adapt task operation according to the current hardware load conditions at a given moment. Their adaptive game loop is able to create game task list scheduling, considering multi-core processors.I would like to thank the authors and reviewers that contributed to this issue of JIS, and I hope it fulfills your expectations. JIS Editorial Board is looking forward to receiving your contributions.",['No keywords available'],PDF,https://journals-sol.sbc.org.br/index.php/jis/article/view/669/664,2017-09-14
475,"



				Home
			
/



				Archives
			
/



					Vol. 6 No. 2 (2015)
				
/



									Editorial
							


",AuthorsAlberto RaposoDept. of Informatics / PUC-Rio,Editor’s Note,"The SBC Journal on Interactive Systems (JIS) has been integrated to the Brazilian academic community in the areas of Virtual and Augmented Reality since the beginning. Since 2010 JIS has published special issues with extended versions of selected papers from SVR - Symposium on Virtual and Augmented Reality, the premier conference in Brazil covering these areas. The year of 2015 could not be different. For the 6th year, I am glad to announce JIS special issue on SVR.This issue contains extended versions of four papers selected among the best full papers of SVR 2015 – XVII Symposium on Virtual and Augmented Reality. I would like to thank Judith Kelner and Eduardo Albuquerque for their dedication as guest editors in this special issue, and invite you to read their editorial in the following.We also have in this issue an original paper by Amyr Borges Fortes Neto, Soraia Raupp Musse, and Catherine Pelachaud, entitled “Emotion Contagion Model for Crowds”. In this paper, the authors use a computational model for emotion contagion process in the context of crowd simulation to create realistic perception of agent behaviors on crowds.I also would like to thank the authors and reviewers that contributed to this issue of JIS, and I hope it fulfills your expectations. JIS Editorial Board is looking forward to receiving your contributions in areas related to Virtual and Augmented Reality, Games, and/or Human-Computer Interaction.",['No keywords available'],PDF,https://journals-sol.sbc.org.br/index.php/jis/article/view/657/652,2015-12-01
483,"



				Home
			
/



				Archives
			
/



					Vol. 6 No. 1 (2015)
				
/



									Editorial
							


",AuthorsAlberto RaposoDept. of Informatics / PUC-Rio,Editor's Note,"The year of 2015 starts with the first issue of JIS dedicated to HCI. The journal was created in 2008, within the scope of the Brazilian Virtual Reality community, and in 2013 and 2014 it made an approximation with the Games and HCI communities, becoming the first periodic in Brazil specifically on these areas. We believe this way the journal may open the door for more interdisciplinary research.This issue contains extended versions of five papers selected among the best full papers of IHC 2014 - XIII Brazilian Symposium on Human Factors in Computer Systems. I would like to thank Carla Leitão, Cristiano Maciel, and Simone Barbosa for their dedication acting as guest editors for this special issue, and invite you to read their editorial in the following.We also have in this issue an original paper by José Paulo de Lima and Helton Bíscaro, entitled ""Compressive Representation of Three-dimensional Models''. The authors investigate the applicability of a recent approach to the theory of signs, called Compressive Sensing, to obtain a compressive representation of geometric meshes.I would like to thank the authors and reviewers that contributed to this issue of JIS, and I hope it fulfills your expectations. JIS Editorial Board is looking forward to receiving your contributions.",['No keywords available'],PDF,https://journals-sol.sbc.org.br/index.php/jis/article/view/649/644,2015-10-09
488,"



				Home
			
/



				Archives
			
/



					Vol. 5 No. 2 (2014)
				
/



									Editorial
							


",AuthorsIsmar SilveiraEsteban Clua,Guest Editorial,Foreword to the special issue of SBGames 2013 - Brazilian Symposium on Games and Digital Entertainment,['No keywords available'],PDF,https://journals-sol.sbc.org.br/index.php/jis/article/view/644/639,2014-11-06
496,"



				Home
			
/



				Archives
			
/



					Vol. 5 No. 1 (2014)
				
/



									Editorial
							


",AuthorsAlberto RaposoDept. of Informatics / PUC-Rio,Editor's Note,"Editorial for vol. 5, issue 1, 2014.",['No keywords available'],PDF,https://journals-sol.sbc.org.br/index.php/jis/article/view/636/631,2014-07-09
503,"



				Home
			
/



				Archives
			
/



					Vol. 4 No. 2 (2013)
				
/



									Editorial
							


",AuthorsSelan dos SantosDIMAP/UFRNLiliane MachadoDI/UFPB,Guest Editorial,Guest Editorial Foreword to the Special Issue of the XV Symposium on Virtual and Augmented Reality,['No keywords available'],PDF,https://journals-sol.sbc.org.br/index.php/jis/article/view/629/624,2014-01-29
511,"



				Home
			
/



				Archives
			
/



					Vol. 4 No. 1 (2013)
				
/



									Editorial
							


",AuthorsLuciana NedelUFRGS - Instituto de Informática,Editor's Note,Editorial of the outgoing Editor-in-Chief,['No keywords available'],PDF,https://journals-sol.sbc.org.br/index.php/jis/article/view/621/616,2013-08-28
522,"



				Home
			
/



				Archives
			
/



					Vol. 3 No. 2 (2012)
				
/



									Editorial
							


",AuthorsLiliane S. MachadoFederal University of ParaíbaLuciano P. SoaresPUC-Rio,Guest Editorial,Foreword to the Special Issue of the XIV Symposium on Virtual and Augmented Reality,['No keywords available'],PDF,https://journals-sol.sbc.org.br/index.php/jis/article/view/610/605,2013-01-23
526,"



				Home
			
/



				Archives
			
/



					Vol. 3 No. 1 (2012)
				
/



									Editorial
							


",AuthorsLuciana NedelUFRGS - Instituto de Informática,Editorial,"It is my pleasure to introduce you the first issue of the SBC Journal on 3D Interactive Systems (JIS) in 2012. This issue contains three original papers, which surprisingly cover the same research topic, the development of virtual reality systems.The conception of fully interactive virtual reality systems is still a challenge. To choose the best interaction techniques and devices to each application task, to combine different technologies in a single system, to quickly prototype these systems, and to fulfill the expectations of the final user are just some few examples of problems that need to be faced by developers. The use of virtual reality and 3D interaction is yet new and there is not sufficient standards to follow in order to succeed.The first paper of this issue, “Visual Programming for Virtual Reality Applications Based on InTml”, was written by Pablo Figueroa, Santiago Gil, Raul Oses, Juan Toro, Catalina Rodriguez, Christian Benavides and Esteban Correa, from Colombia. The paper presents VPE, a visual programming environment developed to help in the development of portable virtual reality applications. More than this, the authors report advantages and drawbacks of their approach and share with us the lessons learned with this work.The paper “Assessment Systems for Training Based on Virtual Reality: A Comparison Study” authored by Ronei M. Moraes and Liliane S. Machado, from Brazil, discusses some of the challenges to construct a medical simulator based on virtual reality. An important question concerning the use of virtual reality based training is how to know when the user will be ready to practice in real situations. In this paper, the authors compared four methodologies for online assessment. The goal is to identify methods that could be used to reconfigure the simulation according to users’ performance in real time. I invite you to read the paper and make your own choices.The third and last paper, “Experiences with Virtual Learning Using 3D Interactive Systems for Education and Training”, was written by Damian Schofield, from USA, and is also related to virtual reality simulators. The author presents a virtual learning environment (ViRILE) developed by his group and uses it to highlight the complex operational problems that have been encountered during the process. In this paper, the lessons learned with the experience are extrapolated into general guidelines that are here shared with the readers.We hope this issue will fulfill your expectations. Enjoy it!",['No keywords available'],PDF,https://journals-sol.sbc.org.br/index.php/jis/article/view/606/601,2012-06-15
563,"



				Home
			
/



				Archives
			
/



					Vol. 1 No. 1 (2010)
				
/



									Editorial
							


",AuthorsLuciana NedelUFRGS - Instituto de Informática,Editor's Note,Note of the editor,['No keywords available'],PDF,https://journals-sol.sbc.org.br/index.php/jis/article/view/559/556,2010-11-01
740,"



				Início
			
/



				Todas as Edições
			
/



				2023: Anais do XXVI Congresso Ibero-Americano em Engenharia de Software
			
/


									Abertura
						

",Giovanni GiachettiUniversidad Andrés Bello / Universitat Politècnica de ValènciaBreno de FrançaUNICAMP,Prefácio e Organização,Este documento traz o Prefácio e a Organização do CIbSE 2023.,['No keywords available'],PDF (English),https://sol.sbc.org.br/index.php/cibse/article/view/24713/24534,05/06/2023
741,"



				Início
			
/



				Todas as Edições
			
/



				2024: Anais do XXVII Congresso Ibero-Americano em Engenharia de Software
			
/


									Abertura
						

",Edson OliveiraJrUEMIgnacio García Rodríguez de GuzmánUniversity of Castilla-La Mancha,Prefácio e Organização,Este documento traz o Prefácio e a Organização do CIbSE 2024.,['No keywords available'],PDF (English),https://sol.sbc.org.br/index.php/cibse/article/view/29350/29155,06/05/2024
777,"



				Início
			
/



				Todas as Edições
			
/



				2022: Anais do XXV Congresso Ibero-Americano em Engenharia de Software
			
/


									Abertura
						

",Monalessa BarcellosUFESJose Luis de la VaraUniversity of Castilla-La Mancha,Prefácio e Organização,Este documento traz o Prefácio e a Organização do CIbSE 2022.,['No keywords available'],PDF (English),https://sol.sbc.org.br/index.php/cibse/article/view/20994/20819,13/06/2022
1554,"



				Início
			
/



				Todas as Edições
			
/



				2021: Anais do XIII Simpósio Brasileiro de Robótica e XVIII Simpósio Latino Americano de Robótica
			
/


									Artigos apresentados no SBR/LARS
						

",Petrucio R. T. MedeirosUFRNRafael B. GomesUFRNLuiz M. G. GonçalvesUFRN,Targets Detection Using Multiple Foveas,"Target detection enables running a robotic task. However, their limited resources make large amount of data processing harder. Image foveation is an approach that can reduce processing demand by reducing the amount of data to be processed. However, as an important visual stimulli can be attenuated by this reduction, some strategy should be applied in order to keep/recover awareness of it. This work compares gradient descent (potential field), maximum likelihood, multilateration, trilateration, and barycentric coordinates to solve this problem in a multiple dynamic and fixed foveas context. Our results demonstrate that the proposed methodology detects the target converging with an average euclidian distance of 51 pixels from the target’s center position.","['Visualization', 'Maximum likelihood estimation', 'Maximum likelihood detection', 'Matched filters', 'Image color analysis', 'Robot kinematics', 'Object detection']",IEEE Xplore (English),https://sol.sbc.org.br/index.php/sbrlars/article/view/18350/18183,11/10/2021
1859,"



				Início
			
/



				Todas as Edições
			
/



				2020: Anais do VIII Symposium on Knowledge Discovery, Mining and Learning
			
/


									Artigos
						

",João Antonio Oliveira PedrosaUniversidade Federal de Minas GeraisDerick OliveiraUniversidade Federal de Minas GeraisWagner Meira Jr.Universidade Federal de Minas GeraisAntônio RibeiroUniversidade Federal de Minas Gerais,Automated classification of cardiology diagnoses based on textual medical reports,"Automatic diagnoses of diseases has been a long term challenge for Computer Science and related disciplines. Textual clinical reports can be used as a great source of data for such diagnoses. However, building classification models from them is not a trivial task. The problem tackled in this work is the identification of the medical diagnoses that are indicated in these reports. In the past, several methods have been proposed for addressing this problem, but a method developed for reports in the cardiology area that are written in Portuguese is still needed. In this paper we describe a method that is able to handle the peculiarities of clinical reports, including the medical terminology, and that is implemented to estimate correctly the disease based on raw clinical reports and a list of the possible diagnoses. Experimental results show that our method has a high degree of accuracy, even for infrequent classes and complex databases.","['cardiology', 'information extraction', 'machine learning', 'natural language processing']",PDF (English),https://sol.sbc.org.br/index.php/kdmile/article/view/11975/11840,20/10/2020
2023,"



				Início
			
/



				Todas as Edições
			
/



				2019: Anais do XXXIII Simpósio Brasileiro de Engenharia de Software
			
/


									Abertura
						

",Marco Aurélio GerosaRafael Prikladnicki,Prefácio e Organização,Mensagem dos chairs e comitê ténico da trilha principal.,['No keywords available'],PDF (English),https://sol.sbc.org.br/index.php/sbes/article/view/9240/9142,23/09/2019
2358,"



				Início
			
/



				Todas as Edições
			
/



				2019: Anais Estendidos do IX Simpósio Brasileiro de Engenharia de Sistemas Computacionais
			
/


									Abertura
						

",Leandro Buss Becker,Abertura do IX Simpósio Brasileiro de Engenharia de Sistemas Computacionais,Mensagem de abertura do evento e prefácio.,['No keywords available'],PDF (English),https://sol.sbc.org.br/index.php/sbesc_estendido/article/view/10525/10393,07/11/2019
2414,"



				Início
			
/



				Todas as Edições
			
/



				2022: Anais do XXI Simpósio Brasileiro de Qualidade de Software
			
/


									Concurso de Teses e Dissertações em Qualidade de Software
						

",Luiz Alexandre Martins CostaUniversidade Federal do Estado do Rio de Janeirohttp://orcid.org/0000-0002-8761-2135Awdren Lima FontãoUniversidade Federal do Mato Grosso do Sulhttp://orcid.org/0000-0002-2988-9646Rodrigo Pereira SantosUniversidade Federal do Estado do Rio de Janeirohttp://orcid.org/0000-0003-4749-2551,PSECO-IM: An Approach for Incident Management to Support Governance in Proprietary Software Ecosystems,"Organizations that produce software cooperatively and competitively to satisfy customer needs give more attention in relationships among several actors (e.g., providers, developers, and IT managers) to build the value creation network called Software Ecosystem (SECO). As a type of SECO, proprietary SECO concerns data concentrated on a platform with contributions protected by intellectual property. The technological platform that supports the business initiatives is developed using different technologies with dozens of integration points, promoting a network of dependencies and architectural complexities. Some studies show that systems downtime (incidents) causes major image and financial upheavals for organizations. To mitigate the risks of incidents, the IT management team should implement strategies based on governance mechanisms to sustain the platform. Our work aims to develop and evaluate a process-based approach (PSECO-IM) for incident management to support the IT management team in the governance of a technology platform architecture in a proprietary SECO. We also addressed some of the identified challenges of quality in proprietary SECO, such as standardized software processes, knowledge management, and governance strategies. As a final result, we got positive feedback on the relevance of the tool in improving governance strategies related to incident management by the organization’s practitioners. We argue that this work is appropriate for the Software Quality area since it covers studies on three pillars: people, process, and technology, such as tacit knowledge, low-quality software, governance, incident management, and proprietary SECO.","['Software Ecosystems', 'Governance', 'Software Quality', 'Health']",ACM DL (English),https://sol.sbc.org.br/index.php/sbqs/article/view/23321/23148,07/11/2022
2415,"



				Início
			
/



				Todas as Edições
			
/



				2022: Anais do XXI Simpósio Brasileiro de Qualidade de Software
			
/


									Front Matter
						

",Edna Dias CanedoUnBDavi VianaUFMAVinicius GarciaUFPECarla BezerraUFCIsmayle de Sousa SantosUFCBruno GadelhaUFAMIvan MachadoUFBASérgio SoaresUFPEUirá KuleszaUFRNBreno de FrançaUNICAMPTayana ConteUFAMJosé Carlos MaldonadoUSP,Front Matter,Front Matter do XXI Simpósio Brasileiro de Qualidade de Software (SBQS 2022).,['No keywords available'],ACM DL (English),https://sol.sbc.org.br/index.php/sbqs/article/view/23319/23146,07/11/2022
2416,"



				Início
			
/



				Todas as Edições
			
/



				2021: Anais do XX Simpósio Brasileiro de Qualidade de Software
			
/


									Front Matter
						

",Rodrigo SantosUNIRIOSandro Ronaldo Bezerra OliveiraUFPAIsmayle de Sousa SantosUFCSabrina MarczakPUCRSDavi VianaUFMAEdna Dias CanedoUnBAdriano Bessa AlbuquerqueUNIFORMarco PaludoPUCPRAna Regina RochaUFRJIvan MachadoUFBAUirá KuleszaUFRNVinícius GarciaUFPEGleison SantosUNIRIONatasha ValentimUFPR,Front Matter,Front Matter del XX Simposio Brasileño de Calidad de Software (SBQS 2021).,['No keywords available'],ACM DL (English),https://sol.sbc.org.br/index.php/sbqs/article/view/18600/18430,08/11/2021
2421,"



				Início
			
/



				Todas as Edições
			
/



				2023: Anais do XXII Simpósio Brasileiro de Qualidade de Software
			
/


									Concurso de Teses e Dissertações em Qualidade de Software
						

",Samuel FerinoUFRNUirá KuleszaUFRN,Unveiling the Teaching Methods Adopted in DevOps Courses,"DevOps practices emerged as an approach focused on coordinating development and operation teams and ensuring rapid and reliable new software releases. Despite the significant demand for preparing new professionals in these practices, there is a reduced number of studies investigating teaching methods in DevOps Education. We investigate the teaching methods reported in the literature. We also performed an analysis based on interviews to identify teaching methods. For both cases, we analyzed their relationship with DevOps educational challenges. Our findings suggest that educators should favor practical methods (e.g., project-based learning) in a collaborative learning environment to teach DevOps.","['challenges', 'mixed methods', 'DevOps', 'teaching methods']",ACM DL (English),https://sol.sbc.org.br/index.php/sbqs/article/view/27123/26940,07/11/2023
2424,"



				Início
			
/



				Todas as Edições
			
/



				2023: Anais do XXII Simpósio Brasileiro de Qualidade de Software
			
/


									Concurso de Teses e Dissertações em Qualidade de Software
						

",José Aldo Silva Da CostaUFCGRohit GheyiUFCG,Evaluating the Code Comprehension of Novices with Eye Tracking,"Code comprehension is essential for software evolution, but it can be hindered by structural problems in the code. Despite its importance, researchers often rely on static code metrics to investigate code comprehension, without considering dynamic aspects such as the visual effort involved. Therefore, we aim to fill this gap by examining code comprehension using eye-tracking metrics. We conducted three controlled eye-tracking studies with a total of 128 novices in three distinct programming languages: C, Python, and Java. We used constructions with different granularity levels, namely atoms of confusion, refactorings, and #ifdef annotations. With respect to atoms of confusion, we found that the clarified version of the code reduced the time and number of attempts by 38.6% and 28%, respectively. The use of the Extract Method refactoring significantly reduced the time of two tasks by 70% to 78.8%, while increasing the accuracy of three tasks by 20% to 34.4%. The use of #ifdef annotations presented reductions in the modified region by 46.9% in time, 44.7% in the fixation duration, 48.4% in the fixation count, and 60.5% in the regressions count. In addition, we also identified patterns in our data by observing several visual transitions going forward and backward between specific code elements which allowed us to infer confusion in the code, such as when adding the particle not before the variable. These results provide educators, practitioners, and researchers with valuable information on certain transformations and their potential to ease or hinder code comprehension. The study also highlights the potential of visual metrics to reveal the impact of transformations that cannot be captured by static code metrics. Our results also pave the way for the development of more advanced tools that track the eye movements of developers and assist them with helpful suggestions.","['eye tracking', 'controlled studies', 'Code comprehension']",ACM DL (English),https://sol.sbc.org.br/index.php/sbqs/article/view/27120/26937,07/11/2023
2513,"



				Início
			
/



				Todas as Edições
			
/



				2018: Anais do XVII Simpósio Brasileiro de Qualidade de Software
			
/


									Trabalhos Técnicos
						

",Christian Marlon Souza  CoutoUFLAHenrique RochaInria LilleRicardo TerraUFLA,A Quality-oriented Approach to Recommend Move Method Refactorings,"Refactoring is an important activity to improve software internal structure. Even though there are many refactoring approaches, very few consider their impact on the software quality. In this paper, we propose a software refactoring approach based on quality attributes. We rely on the measurements of the Quality Model for Object Oriented Design (QMOOD) to recommend Move Method refactorings that improve software quality. In a nutshell, given a software system S, our approach recommends a sequence of refactorings R1,R2,...,Rn that result in system versions S1, S2,..., Sn, where quality (Si+1) > quality (Si). We empirically calibrated our approach, using four systems, to find the best criteria to measure the quality improvement. We performed three types of evaluation to verify the usefulness of our implemented tool, named QMove. First, we applied our approach on 13 open-source systems achieving an average recall of 84.2%. Second, we compared QMove with two state-of-art refactoring tools (JMove and JDeodorant) on the 13 previously evaluated systems, and QMove showed better recall, precision, and f-score values than the others. Third, we evaluated QMove, JMove, and JDeodorant in a real scenario with two proprietary systems on the eyes of their software architects. As result, the experts positively evaluated a greater number of QMove recommendations.","['Quality-oriented Approach', 'Refactoring', 'Move Method']",ACM DL (English),https://sol.sbc.org.br/index.php/sbqs/article/view/15055/14900,17/10/2018
2530,"



				Início
			
/



				Todas as Edições
			
/



				2019: Anais do XVIII Simpósio Brasileiro de Qualidade de Software
			
/


									Concurso de Teses e Dissertações em Qualidade de Software
						

",Christian Marlon Souza CoutoUFLARicardo TerraUFLA,A Quality-oriented Approach to Recommend Move Method Refactorings,"Refactoring processes are common in large software systems, especially when developers neglect architectural erosion process for long periods. Even though there are many refactoring approaches, very few consider the refactoring impact on the software quality. Given this scenario, we propose a refactoring approach to software systems oriented to software quality metrics. Based on the QMOOD (Quality Model for Object Oriented Design), the main idea is to move methods between classes in order to maximize the values of the quality metrics. Using a formal notation, we describe the problem as follows. Given a software system S, our approach recommends a sequence of refactorings R1, R2,..., Rn that result in system versions S1, S2,..., Sn, where quality(Si+1) > quality(Si). We performed three types of evaluation to verify the usefulness of our implemented tool, called QMove. First, we applied our approach on 13 open-source systems that we modified by randomly moving a subset of its methods to other classes, then checking if our approach would recommend the moved methods to return to their original place, and we achieve 84% recall, on average. Second, we compared QMove against two state-of-art refactoring tools (JMove and JDeodorant) on the 13 previously evaluated systems, and QMove showed better recall value (84%) than the other two (30% and 29%, respectively). Third, we conducted the same comparison among QMove, JMove, and JDeodorant applied in two proprietary systems where experts evaluated the quality of the recommendations. QMove obtained eight positively evaluated recommendations from the experts, against two and none of JMove and JDeodorant, respectively.","['Quality-oriented Approach', 'Move Method Refactorings', 'QMOOD']",ACM DL (English),https://sol.sbc.org.br/index.php/sbqs/article/view/15051/14897,28/10/2019
2615,"



				Início
			
/



				Todas as Edições
			
/



				2023: Anais do XXVI Simpósio Brasileiro de Métodos Formais
			
/


									Abertura
						

",Haniel BarbosaUFMGYoni ZoharBar-Ilan University,Front Matter,Este documento traz o front matter dos Anais do SBMF 2023.,['No keywords available'],Springer (English),https://sol.sbc.org.br/index.php/sbmf/article/view/28042/27852,04/12/2023
2693,"



				Início
			
/



				Todas as Edições
			
/



				2023: Anais Estendidos do XXII Simpósio Brasileiro de Jogos e Entretenimento Digital
			
/


									Concurso de Teses e Dissertações – Doutorado
						

",Paulo Ricardo KnobPUCRSSoraia Raupp MussePUCRS,Modeling an Empathetic Embodied Conversational Agent,"Este trabalho tem como objetivo propor um agente conversacional empatico dotado de uma memoria similar à humana e capaz de mostrar certa extensao de empatia. Além disso, este modelo dota o agente virtual com algumas outras habilidades, como reconhecer a pessoa com quem esta conversando pela face e armazenar/recuperar informações com base em um modelo de memoria humana. Alguns experimentos foram realizados para coletar informações quantitativas e qualitativas, as quais mostram que o modelo proposto funciona como pretendido.","['Agente Conversasional', 'Memória Humana', 'Recuperação da Informação']",PDF (English),https://sol.sbc.org.br/index.php/sbgames_estendido/article/view/27936/27746,06/11/2023
2894,"



				Início
			
/



				Todas as Edições
			
/



				2019: Anais do IX Simpósio Brasileiro de Engenharia de Sistemas Computacionais
			
/


									Abertura
						

",Leandro Buss Becker,Abertura do IX Simpósio Brasileiro de Engenharia de Sistemas Computacionais,Mensagem de abertura do evento e prefácio.,['No keywords available'],PDF (English),https://sol.sbc.org.br/index.php/sbesc/article/view/10524/10392,19/11/2019
3110,"



				Início
			
/



				Todas as Edições
			
/



				2023: Anais do XVII Simpósio Brasileiro de Componentes, Arquiteturas e Reutilização de Software
			
/


									Artigos Completos
						

",Caio ArasakiUEMLucas WolschickUEMWillian FreireUEMAline AmaralUEM,Feature selection in an interactive search-based PLA design approach,"The Product Line Architecture (PLA) is one of the most important artifacts of a Software Product Line (SPL). PLA design can be formulated as an interactive optimization problem with many conflicting factors. Incorporating Decision Makers’ (DM) preferences during the search process may help the algorithms find more adequate solutions for their profiles. Interactive approaches allow the DM to evaluate solutions, guiding the optimization according to their preferences. However, this brings up human fatigue problems caused by the excessive amount of interactions and solutions to evaluate. A common strategy to prevent this problem is limiting the number of interactions and solutions evaluated by the DM. Machine Learning (ML) models were also used to learn how to evaluate solutions according to the DM profile and replace them after some interactions. Feature selection performs an essential task as non-relevant and/or redundant features used to train the ML model can reduce the accuracy and comprehensibility of the hypotheses induced by ML algorithms. This work aims to select features of an ML model used to prevent human fatigue in an interactive search-based PLA design approach. We applied four selectors and through results we were able to reduce 30% of features, obtaining an accuracy of 99%.","['Machine Learning', 'Interactive search-based Software Engineering', 'Feature Selection']",ACM DL (English),https://sol.sbc.org.br/index.php/sbcars/article/view/28339/28149,25/09/2023
3169,"



				Início
			
/



				Todas as Edições
			
/



				2023: Anais Estendidos do XXXVIII Simpósio Brasileiro de Bancos de Dados
			
/


									Concurso de Teses e Dissertações (CTDBD)
						

",Christian GomesUniversidade Federal de Minas Gerais (UFMG)Leonardo RochaUniversidade Federal de São Jõao del-Rei (UFSJ)Marcos GonçalvesUniversidade Federal de Minas Gerais (UFMG),On the Cost-Effectiveness of Stacking of Neural and Non-Neural Methods for Text Classification: Scenarios and Performance Prediction,"Nowadays Neural Network algorithms have excelled in Automatic Text Classification (ATC). However, such enhanced performance comes at high computational costs. Stacking of simpler classifiers that exploit algorithmic and representational complementarity has also been shown to produce superior performance in ATC, enjoying high effectiveness and potentially lower computational costs than complex neural networks. In this master’s thesis, we present the first and largest comparative study to exploit the cost-effectiveness of Stacking in ATC, consisting of Transformers and non-neural algorithms. We investigate cost-effective ensemble vs. the best model and propose a low-cost oracle-based prediction method.","['Text classification', 'Natural language processing', 'Machine learning', 'Deep learning', 'Supervised learning', 'Unsupervised learning', 'Sentiment analysis', 'Ensemble', 'Stacking']",PDF (English),https://sol.sbc.org.br/index.php/sbbd_estendido/article/view/25638/25456,25/09/2023
3188,"



				Início
			
/



				Todas as Edições
			
/



				2023: Anais Estendidos do XXXVIII Simpósio Brasileiro de Bancos de Dados
			
/


									Concurso de Teses e Dissertações (CTDBD)
						

",Gabriel P. OliveiraUniversidade Federal de Minas Geraishttp://orcid.org/0000-0002-7210-6408Anisio LacerdaUniversidade Federal de Minas GeraisMirella M. MoroUniversidade Federal de Minas Geraishttp://orcid.org/0000-0002-0545-2001,"Analyses of Musical Success based on Time, Genre and Collaboration","Music holds a significant position in global culture, as it is one of the world's most important and dynamic cultural forms. With the vast amount of music-related data available on the Web, new opportunities emerge for extracting knowledge and benefiting different music segments. In this work, we perform a data-driven analysis to investigate musical success from a genre-oriented perspective. Specifically, we model both artist and genre success timelines to detect and predict continuous periods with higher impact. We also build success-based genre collaboration networks to detect collaboration profiles directly related to success. Furthermore, we use data mining techniques to uncover exceptional genre patterns in the networks where the success deviates from the average. Our findings show that studying genre collaboration is a powerful way to assess musical success by describing similar behaviors within collaborative songs. Overall, our work contributes to both the academy and the music industry, as we shed light on the underlying factors of the science behind musical success.","['Hit song science', 'Music information retrieval', 'Musical genres', 'Complex networks', 'Data science', 'Data mining']",PDF (English),https://sol.sbc.org.br/index.php/sbbd_estendido/article/view/25640/25458,25/09/2023
3370,"



				Início
			
/



				Todas as Edições
			
/



				1999: Anais do XI Symposium on Computer Architecture and High Performance Computing
			
/


									Abertura
						

",Philippe O. A. NavauxUFRGS,Prefácio e Organização,Prefácio e Organização do SBAC-PAD 1999.,['No keywords available'],PDF (English),https://sol.sbc.org.br/index.php/sbac-pad/article/view/19764/19592,29/09/1999
3490,"



				Início
			
/



				Todas as Edições
			
/



				2001: Anais do XIII Symposium on Computer Architecture and High Performance Computing
			
/


									Abertura
						

",Alba Cristina M. A. MeloUnB,Prefácio e Organização,Prefácio e Organização do SBAC-PAD 2001.,['No keywords available'],PDF (English),https://sol.sbc.org.br/index.php/sbac-pad/article/view/22213/22037,10/09/2001
